input_id	input_desc
18209	cookies, sugar wafers with creme filling, regular
15151	crustaceans, shrimp, mixed species, cooked, moist heat (may contain additives to retain moisture)
21026	fast foods, potatoes, hash browns, round pieces or patty
15039	fish, herring, atlantic, raw
11609	beets, pickled, canned, solids and liquids
2023	spices, marjoram, dried
19441	snacks, kellogg, kellogg's, nutri-grain cereal bars, fruit
11940	pickles, cucumber, sweet (includes bread and butter pickles)
8060	cereals ready-to-eat, kellogg, kellogg's raisin bran
8071	cereals ready-to-eat, kellogg, kellogg's honey smacks
18177	cookies, molasses
6067	soup, chunky vegetable, canned, ready-to-serve
13367	beef, brisket, whole, separable lean and fat, trimmed to 0" fat, all grades, cooked, braised
20006	barley, pearled, cooked
15028	fish, flatfish (flounder and sole species), raw
13150	beef, rib, shortribs, separable lean only, choice, cooked, braised
6980	soup, beef stroganoff, canned, chunky style, ready-to-serve
9340	pears, asian, raw
1145	butter, without salt
6170	soup, stock, beef, home-prepared
6584	soup, broccoli cheese, canned, condensed, commercial
11299	parsnips, cooked, boiled, drained, without salt
15066	fish, pollock, raw
15234	fish, catfish, channel, farmed, raw
14644	beverages, pepsico quaker, gatorade g2, low calorie
18166	cookies, chocolate sandwich, with creme filling, regular
6449	soup, pea, green, canned, prepared with equal volume water
19069	candies, nestle, butterfinger bar
19155	candies, mars snackfood us, snickers bar
18211	puff pastry, frozen, ready-to-bake, baked
18244	danish pastry, cinnamon, enriched
19400	snacks, banana chips
22971	potato salad with egg
15140	crustaceans, crab, blue, cooked, moist heat
16082	noodles, chinese, cellophane or long rice (mung beans), dehydrated
18940	muffin, blueberry, commercially prepared, low-fat
21082	fast foods, taco with beef, cheese and lettuce, hard shell
21021	fast foods, english muffin, with egg, cheese, and canadian bacon
9214	orange juice, frozen concentrate, unsweetened, undiluted
42304	cheese, mozzarella, nonfat
22958	rice bowl with chicken, frozen entree, prepared (includes fried, teriyaki, and sweet and sour varieties)
18168	cookies, chocolate sandwich, with extra creme filling
8015	cereals ready-to-eat, post, cocoa pebbles
18938	toaster pastries, fruit, frosted (include apples, blueberry, cherry, strawberry)
11578	vegetable juice cocktail, canned
18248	doughnuts, cake-type, plain (includes unsugared, old-fashioned)
19370	candies, mars snackfood us, skittles original bite size candies
18033	bread, italian
1125	egg, yolk, raw, fresh
27044	soup, chicken noodle, reduced sodium, canned, ready-to-serve
15084	fish, salmon, pink, canned, total can contents
15087	fish, salmon, sockeye, canned, drained solids
10182	pork, cured, ham, boneless, extra lean and regular, unheated
10141	pork, cured, ham, center slice, country-style, separable lean only, raw
6749	soup, beef and vegetables, canned, ready-to-serve
19034	snacks, popcorn, air-popped
15077	fish, salmon, chinook, smoked
4027	salad dressing, mayonnaise, imitation, soybean
8383	cereals ready-to-eat, kellogg, kellogg's special k red berries
9436	mango nectar, canned
8082	cereals ready-to-eat, general mills, wheat chex
1096	milk, canned, evaporated, with added vitamin d and without added vitamin a
4609	animal fat, bacon grease
4002	lard
13020	beef, retail cuts, separable fat, cooked
4575	fat, turkey
10165	pork, cured, salt pork, raw
9195	olives, pickled, canned or bottled, green
19858	candies, sugar-coated almonds
43017	salad dressing, green goddess, regular
16107	sausage, meatless
11546	tomato products, canned, paste, without salt added (includes foods for usda's food distribution program)
9011	apples, dried, sulfured, uncooked
15068	fish, pompano, florida, raw
27048	sauce, steak, tomato based
43404	beverages, cranberry-apple juice drink, low calorie, with vitamin c added
9442	pomegranate juice, bottled
16056	chickpeas (garbanzo beans, bengal gram), mature seeds, raw
2012	spices, coriander leaf, dried
2014	spices, cumin seed
13812	beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8" fat, choice, cooked, braised
6159	soup, tomato, canned, condensed
10066	pork, fresh, loin, top loin (chops), boneless, separable lean only, raw
10948	pork, fresh, loin, top loin (chops), boneless, separable lean only, with added solution, raw
16225	soymilk, original and vanilla, light, with added calcium, vitamins a and d
8560	cereals ready-to-eat, kashi go lean crunch!, honey almond flax
16010	beans, baked, canned, with pork and sweet sauce
1186	cheese, cream, fat free
43274	cheese, cream, low fat
6183	soup, chicken broth, less/reduced sodium, ready to serve
14202	beverages, coffee, brewed, espresso, restaurant-prepared, decaffeinated
42148	candies, mars snackfood us, m&m's peanut butter chocolate candies
14155	beverages, carbonated, tonic water
27002	soup, wonton, chinese restaurant
7908	luncheon meat, pork with ham, minced, canned, includes spam (hormel)
9081	cranberry sauce, canned, sweetened
8065	cereals ready-to-eat, kellogg, kellogg's rice krispies
6971	sauce, worcestershire
6176	sauce, oyster, ready-to-serve
9273	pineapple juice, canned or bottled, unsweetened, without added ascorbic acid
43570	cereals ready-to-eat, post, honey bunches of oats, honey roasted
19163	chewing gum
43060	chewing gum, sugarless
16230	soymilk (all flavors), nonfat, with added calcium, vitamins a and d
6172	soup, stock, chicken, home-prepared
19049	snacks, m&m mars, combos snacks cheddar cheese pretzel
6004	soup, bean with pork, canned, condensed
16028	beans, kidney, all types, mature seeds, cooked, boiled, without salt
19003	snacks, corn-based, extruded, chips, plain
2027	spices, oregano, dried
43479	alcoholic beverage, rice (sake)
10123	pork, cured, bacon, unprepared
19108	candies, jellybeans
8011	cereals ready-to-eat, quaker, cap'n crunch with crunchberries
14461	beverages, coca-cola, powerade, lemon-lime flavored, ready-to-drink
11281	okra, frozen, cooked, boiled, drained, without salt
8531	cereals ready-to-eat, kellogg, special k, fruit & yogurt
6174	soup, stock, fish, home-prepared
10084	pork, fresh, shoulder, (boston butt), blade (steaks), separable lean only, raw
10946	pork, fresh, shoulder, (boston butt), blade (steaks), separable lean only, with added solution, raw
10023	pork, fresh, loin, whole, separable lean and fat, cooked, roasted
11669	seaweed, wakame, raw
16168	soymilk, chocolate, with added calcium, vitamins a and d
43260	beverage, instant breakfast powder, chocolate, sugar-free, not reconstituted
8089	cereals ready-to-eat, general mills, wheaties
11888	tomato products, canned, puree, with salt added
43137	vegetarian meatloaf or patties
2020	spices, garlic powder
18304	pie, banana cream, prepared from recipe
19136	candies, hershey's skor toffee bar
18192	cookies, shortbread, commercially prepared, plain
4582	oil, canola
14553	beverages, wine, non-alcoholic
9277	plantains, yellow, raw
2043	spices, turmeric, ground
19814	snacks, pretzels, hard, plain, made with enriched flour, unsalted
18027	bread, egg
8038	cereals ready-to-eat, post, grape-nuts cereal
8061	cereals ready-to-eat, post raisin bran cereal
8030	cereals ready-to-eat, kellogg, kellogg's froot loops
7025	frankfurter, turkey
27049	sauce, tartar, ready-to-serve
16424	soy sauce made from soy and wheat (shoyu), low sodium
19014	snacks, fruit leather, rolls
19013	snacks, fruit leather, pieces
18190	cookies, peanut butter sandwich, regular
6149	soup, chicken mushroom, canned, condensed
43021	salad dressing, caesar, low calorie
43382	cranberry juice, unsweetened
4044	oil, soybean, salad or cooking
19135	candies, mars snackfood us, milky way bar
36012	restaurant, family style, fried mozzarella sticks
9206	orange juice, raw (includes foods for usda's food distribution program)
22906	chicken pot pie, frozen entree, prepared
22961	hot pockets, meatballs & mozzarella stuffed sandwich, frozen
1209	cheese, mexican, blend, reduced fat
15036	fish, halibut, atlantic and pacific, raw
18973	focaccia, italian flatbread, plain
15167	mollusks, oyster, eastern, wild, raw
6009	soup, beef noodle, canned, condensed
19249	candies, hershey, reesesticks crispy wafers, peanut butter, milk chocolate
43020	salad dressing, blue or roquefort cheese, low calorie
19350	syrups, corn, light
10871	pork, cured, ham and water product, whole, boneless, separable lean only, heated, roasted
10879	pork, cured, ham -- water added, whole, boneless, separable lean only, heated, roasted
10883	pork, cured, ham with natural juices, whole, boneless, separable lean only, heated, roasted
43476	tofu yogurt
1215	cheese product, pasteurized process, american, reduced fat, fortified with vitamin d
18351	rolls, hamburger or hotdog, mixed-grain
42280	frankfurter, meat and poultry, low fat
10049	pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, braised
19127	candies, milk chocolate coated raisins
22953	egg rolls, pork, refrigerated, heated
19100	candies, fudge, chocolate, prepared-from-recipe
25048	snacks, nutri-grain fruit and nut bar
11101	brussels sprouts, frozen, cooked, boiled, drained, without salt
8546	rice and wheat cereal bar
22976	ravioli, cheese with tomato sauce, frozen, not prepared, includes regular and light entrees
19140	candies, mars snackfood us, m&m's peanut chocolate candies
21487	fast foods, taco with chicken, lettuce and cheese, soft
14192	beverages, cocoa mix, powder
19142	candies, mounds candy bar
11264	mushrooms, canned, drained solids
6045	soup, onion, canned, condensed
2025	spices, nutmeg, ground
43589	cheese, swiss, low fat
18245	danish pastry, cheese
19106	candies, gumdrops, starch jelly pieces
36403	restaurant, latino, empanadas, beef, prepared
18088	cake, angelfood, dry mix, prepared
42157	creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie, fat-free
8200	cereals, quaker, quaker multigrain oatmeal, dry
18308	pie, cherry, commercially prepared
2011	spices, cloves, ground
14415	alcoholic beverage, liqueur, coffee with cream, 34 proof
19151	candies, reese's pieces candy
18191	cookies, raisin, soft-type
18176	cookies, marshmallow, chocolate-coated (includes marshmallow pies)
8380	cereals ready-to-eat, kellogg, kellogg's, raisin bran crunch
11507	sweet potato, raw, unprepared (includes foods for usda's food distribution program)
14350	strawberry-flavor beverage mix, powder
11138	cauliflower, frozen, cooked, boiled, drained, without salt
20089	wild rice, cooked
15101	fish, snapper, mixed species, raw
18171	cookies, fortune
13368	beef, brisket, whole, separable lean only, trimmed to 0" fat, all grades, cooked, braised
11952	radicchio, raw
18015	biscuits, plain or buttermilk, refrigerated dough, higher fat, baked
23631	beef, chuck, arm pot roast, separable lean only, trimmed to 1/8" fat, select, raw
18335	pie crust, standard-type, frozen, ready-to-bake, enriched, baked
36618	restaurant, chinese, general tso's chicken
11974	grape leaves, raw
16050	beans, white, mature seeds, cooked, boiled, without salt
23616	beef, round, eye of round, roast, separable lean only, trimmed to 1/8" fat, choice, raw
11540	tomato juice, canned, with salt added
18217	crackers, matzo, plain
1180	sour cream, fat free
27051	sauce, cocktail, ready-to-serve
17169	game meat, goat, cooked, roasted
10173	pork, fresh, variety meats and by-products, feet, cooked, simmered
22899	ravioli, cheese-filled, canned
9123	grapefruit juice, white, canned or bottled, unsweetened
21129	fast foods, hush puppies
21485	fast food, pizza chain, 14" pizza, pepperoni topping, thin crust
10075	pork, fresh, shoulder, arm picnic, separable lean and fat, cooked, braised
18175	cookies, ladyfingers, with lemon juice and rind
18317	pie, egg custard, commercially prepared
15164	mollusks, mussel, blue, raw
15157	mollusks, clam, mixed species, raw
19076	candies, caramels, chocolate-flavor roll
13364	beef, composite of trimmed retail cuts, separable lean only, trimmed to 0" fat, all grades, cooked
18023	bread, cornbread, dry mix, prepared with 2% milk, 80% margarine, and eggs
19159	candies, mars snackfood us, 3 musketeers bar
19109	candies, kit kat wafer bar
19026	snacks, granola bars, soft, coated, milk chocolate coating, peanut butter
43405	cheese, swiss, low sodium
23625	beef, top sirloin, steak, separable lean only, trimmed to 1/8" fat, choice, raw
19041	snacks, pork skins, plain
18373	leavening agents, cream of tartar
7906	luncheon meat, pork, ham, and chicken, minced, canned, reduced sodium, added ascorbic acid, includes spam, 25% less sodium
21064	fast foods, burrito, with beans, cheese, and beef
21020	fast foods, english muffin, with cheese and sausage
16086	peas, split, mature seeds, cooked, boiled, without salt
25053	snacks, granola bar, general mills nature valley, sweet&salty nut, peanut
11044	mung beans, mature seeds, sprouted, cooked, boiled, drained, without salt
9253	pears, canned, water pack, solids and liquids
19283	frozen novelties, ice type, pop
18353	rolls, hard (includes kaiser)
21024	fast foods, french toast sticks
16110	soybeans, mature seeds, roasted, salted
2026	spices, onion powder
4543	oil, soybean, salad or cooking, (partially hydrogenated) and cottonseed
23090	beef, chuck for stew, separable lean and fat, all grades, cooked, braised
6230	soup, clam chowder, new england, canned, prepared with equal volume low fat (2%) milk
10078	pork, fresh, shoulder, arm picnic, separable lean only, cooked, braised
10169	pork, cured, shoulder, arm picnic, separable lean only, roasted
15033	fish, haddock, raw
10080	pork, fresh, shoulder, (boston butt), blade (steaks), separable lean and fat, raw
10953	pork, fresh, shoulder, (boston butt), blade (steaks), separable lean and fat,with added solution, raw
14646	beverages, fruit flavored drink containing less than 3% fruit juice, with high vitamin c
9048	blackberries, frozen, unsweetened
19160	candies, mars snackfood us, twix caramel cookie bars
10085	pork, fresh, shoulder, (boston butt), blade (steaks), separable lean only, cooked, braised
2054	capers, canned
11955	tomatoes, sun-dried
21305	fast foods, griddle cake sandwich, egg, cheese, and sausage
19038	snacks, popcorn, caramel-coated, with peanuts
4706	dressing, honey mustard, fat-free
20019	corn flour, masa, unenriched, white
18283	muffins, oat bran
21483	fast food, pizza chain, 14" pizza, sausage topping, thin crust
6016	soup, cream of chicken, canned, condensed
19184	puddings, chocolate, dry mix, instant
10073	pork, fresh, shoulder, whole, separable lean only, cooked, roasted
19087	candies, white chocolate
18220	crackers, melba toast, plain
8409	cereals ready-to-eat, malt-o-meal, frosted flakes
19218	puddings, tapioca, ready-to-eat
21224	pizza, cheese topping, regular crust, frozen, cooked
19111	candies, nestle, baby ruth bar
18200	cookies, oatmeal, commercially prepared, special dietary
18097	cake, pudding-type, chocolate, dry mix
19823	potato chips, without salt, reduced fat
6402	soup, black bean, canned, prepared with equal volume water
15152	crustaceans, shrimp, mixed species, canned
18229	crackers, standard snack-type, regular
10002	pork, fresh, composite of trimmed retail cuts (leg, loin, shoulder), separable lean only, raw
13348	beef, cured, corned beef, canned
6050	soup, pea, split with ham, canned, chunky, ready-to-serve
22908	beef, corned beef hash, with potato, canned
11735	beets, canned, no salt added, solids and liquids
9078	cranberries, raw
9128	grapefruit juice, white, raw
25036	snacks, granola bites, mixed flavors
22905	beef stew, canned entree
21022	fast foods, english muffin, with egg, cheese, and sausage
18295	pancakes, buckwheat, dry mix, incomplete
21007	fast foods, biscuit, with egg, cheese, and bacon
18338	phyllo dough
21482	fast food, pizza chain, 14" pizza, sausage topping, thick crust
16109	soybeans, mature cooked, boiled, without salt
15166	mollusks, octopus, common, raw
27000	soup, egg drop, chinese restaurant
9125	grapefruit juice, white, frozen concentrate, unsweetened, undiluted
19173	gelatin desserts, dry mix, prepared with water
15016	fish, cod, atlantic, cooked, dry heat
43398	cheese, pasteurized process, cheddar or american, low sodium
8012	cereals ready-to-eat, quaker, cap'n crunch's peanut butter crunch
6023	soup, chicken with rice, canned, condensed
43299	soybean, curd cheese
22901	tortellini, pasta with cheese filling, fresh-refrigerated, as purchased
1165	cheese, mexican, queso anejo
18320	pie, lemon meringue, commercially prepared
14130	carbonated beverage, cream soda
4691	margarine, regular, 80% fat, composite, stick, with salt, with added vitamin d
18963	garlic bread, frozen
25026	popcorn, microwave, regular (butter) flavor, made with palm oil
23567	beef, ground, 85% lean meat / 15% fat, raw (includes foods for usda's food distribution program)
23572	beef, ground, 80% lean meat / 20% fat, raw
23577	beef, ground, 75% lean meat / 25% fat, raw
23562	beef, ground, 90% lean meat / 10% fat, raw
23557	beef, ground, 95% lean meat / 5% fat, raw
11590	waterchestnuts, chinese, canned, solids and liquids
11303	peas, edible-podded, frozen, cooked, boiled, drained, without salt
11391	potatoes, hash brown, frozen, plain, prepared, pan fried in canola oil
14034	alcoholic beverage, creme de menthe, 72 proof
19114	ice creams, chocolate, light
19265	ice creams, chocolate, light, no sugar added
9267	pineapple, canned, water pack, solids and liquids
9237	peaches, canned, water pack, solids and liquids
4698	oil, industrial, canola, high oleic
4701	oil, industrial, soy, fully hydrogenated
4699	oil, industrial, soy, low linolenic
4700	oil, industrial, soy, ultra low linolenic
1009	cheese, cheddar (includes foods for usda's food distribution program)
1118	yogurt, plain, skim milk
1124	egg, white, raw, fresh
1056	cream, sour, cultured
1094	milk, buttermilk, dried
1252	cheese product, pasteurized process, american, vitamin d fortified
1001	butter, salted
1117	yogurt, plain, low fat
1025	cheese, monterey
1237	ice cream, bar or stick, chocolate covered
1116	yogurt, plain, whole milk
1053	cream, fluid, heavy whipping
1032	cheese, parmesan, grated
1079	milk, reduced fat, fluid, 2% milkfat, with added vitamin a and vitamin d
1049	cream, fluid, half and half
1179	sour cream, light
1085	milk, nonfat, fluid, with added vitamin a and vitamin d (fat free or skim)
1069	cream substitute, powdered
2009	spices, chili powder
1017	cheese, cream
1004	cheese, blue
1228	cheese, fresh, queso fresco
1054	cream, whipped, cream topping, pressurized
1077	milk, whole, 3.25% milkfat, with added vitamin d
1011	cheese, colby
1019	cheese, feta
1133	egg, whole, dried
1091	milk, dry, nonfat, regular, without added vitamin a and vitamin d
1057	eggnog
1015	cheese, cottage, lowfat, 2% milkfat
1048	cheese spread, pasteurized process, american
1022	cheese, gouda
1040	cheese, swiss
1224	protein supplement, milk based, muscle milk light, powder
1005	cheese, brick
1103	milk, chocolate, fluid, commercial, reduced fat, with added vitamin a and vitamin d
1253	cheese, pasteurized process, american, without added vitamin d
1037	cheese, ricotta, part skim milk
1023	cheese, gruyere
1014	cheese, cottage, nonfat, uncreamed, dry, large or small curd
1067	cream substitute, liquid, with hydrogenated vegetable oil and soy protein
1006	cheese, brie
1030	cheese, muenster
1012	cheese, cottage, creamed, large or small curd
1154	milk, dry, nonfat, regular, with added vitamin a and vitamin d
1050	cream, fluid, light (coffee cream or table cream)
1073	dessert topping, semi solid, frozen
1166	cheese, mexican, queso asadero
1157	cheese, goat, semisoft type
1104	milk, chocolate, lowfat, with added vitamin a and vitamin d
1095	milk, canned, condensed, sweetened
1003	butter oil, anhydrous
2007	spices, celery seed
1088	milk, buttermilk, fluid, cultured, lowfat
2047	salt, table, iodized
11215	garlic, raw
11216	ginger root, raw
11143	celery, raw
11134	cassava, raw
28399	cookies, animal crackers (includes arrowroot, tea biscuits)
11090	broccoli, raw
11304	peas, green, raw
28324	pancakes, whole wheat, dry mix, incomplete
11422	pumpkin, raw
11147	chard, swiss, raw
14091	beverages, almond milk, unsweetened, shelf stable
19296	honey
11112	cabbage, red, raw
9307	rhubarb, raw
11457	spinach, raw
28397	bread, multi-grain (includes whole-grain)
9326	watermelon, raw
9176	mangos, raw
9286	pomegranates, raw
11655	carrot juice, canned
11156	chives, raw
11001	alfalfa seeds, sprouted, raw
11098	brussels sprouts, raw
9156	lemon peel, raw
9089	figs, raw
19303	marmalade, orange
11413	potato flour
11591	watercress, raw
9149	kumquats, raw
14171	beverages, coconut milk, sweetened, fortified with calcium, vitamins a, b12, d2
7961	chicken breast, deli, rotisserie seasoned, sliced, prepackaged
5319	chicken, broiler, rotisserie, bbq, drumstick, meat only
5359	chicken, broiler, rotisserie, bbq, drumstick, meat and skin
5000	chicken, broiler, rotisserie, bbq, breast, meat only
1260	cheese, cheddar, reduced fat (includes foods for usda's food distribution program)
5362	chicken, broiler, rotisserie, bbq, wing, meat and skin
5062	chicken, broiler or fryers, breast, skinless, boneless, meat only, raw
5705	turkey, whole, meat only, with added solution, roasted
5168	turkey, whole, meat only, cooked, roasted
28287	bread, naan, whole wheat, commercially prepared, refrigerated
5334	chicken, broiler, rotisserie, bbq, thigh, meat only
9213	orange juice, frozen concentrate, unsweetened, undiluted, with added calcium
5140	duck, domesticated, meat and skin, cooked, roasted
36624	restaurant, chinese, vegetable chow mein, without meat or noodles
31036	potatoes, mashed, ready-to-eat
11118	cabbage, kimchi
9519	guava nectar, with sucralose, canned
28297	cake, snack cakes, not chocolate, with icing or filling, low-fat, with added fiber
9163	blueberries, dried, sweetened
21505	pizza, cheese topping, thin crust, frozen, cooked
9318	strawberries, frozen, unsweetened (includes foods for usda's food distribution program)
28316	bread, wheat, sprouted
21472	fast foods, fried chicken, wing, meat and skin and breading
5324	chicken patty, frozen, cooked
28303	crackers, cheese, whole grain
21401	fast foods, chicken tenders
7081	turkey breast, sliced, prepackaged
21470	fast foods, fried chicken, drumstick, meat and skin with breading
5306	turkey, ground, cooked
23360	beef, round, eye of round roast, boneless, separable lean only, trimmed to 0" fat, all grades, raw
36626	restaurant, chinese, chicken and vegetables
43344	jams, preserves, marmalade, reduced sugar
21142	fast food, biscuit
28295	tortillas, ready-to-bake or -fry, whole wheat
8656	cereals ready-to-eat, nature's path, organic flax plus flakes
7973	bacon, turkey, microwaved
28311	cookies, sugar wafer, chocolate-covered
36035	restaurant, family style, coleslaw
27063	sauce, enchilada, red, mild, ready to serve
28348	rolls, dinner, sweet
27062	soup, beef barley, ready to serve
36629	restaurant, chinese, orange chicken
14063	beverages, chocolate powder, no sugar added
25064	snacks, potato chips, lightly salted
17225	lamb, ground, cooked, broiled
28309	cookies, coconut macaroon
43027	jellies, no sugar (with sodium saccharin), any flavors
31034	peppers, hot pickled, canned
23348	beef, round, top round roast, boneless, separable lean and fat, trimmed to 0" fat, all grades, cooked, roasted
4709	salad dressing, mayonnaise-type, light
7962	frankfurter, meat and poultry, unheated
28315	bread, cinnamon
10998	canadian bacon, cooked, pan-fried
28298	cookies, brownies, commercially prepared, reduced fat, with added fiber
4708	mayonnaise, reduced fat, with olive oil
7968	kielbasa, fully cooked, grilled
23369	beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0" fat, all grades, raw
28318	bread, french or vienna, whole wheat
17157	game meat, bison, separable lean only, cooked, roasted
21155	fast foods, submarine sandwich, turkey breast on white bread with lettuce and tomato
32016	macaroni or noodles with cheese, microwaveable, unprepared
31023	sweet potatoes, french fried, frozen as packaged, salt added in processing
5186	turkey, all classes, light meat, cooked, roasted
5103	chicken, broilers or fryers, wing, meat and skin, cooked, roasted
5094	chicken, broilers or fryers, thigh, meat and skin, cooked, roasted
5361	chicken, broiler, rotisserie, bbq, thigh, meat and skin
5358	chicken, broiler, rotisserie, bbq, breast, meat and skin
5069	chicken, broilers or fryers, drumstick, meat and skin, cooked, roasted
5098	chicken, broilers or fryers, thigh, meat only, cooked, roasted
5073	chicken, broilers or fryers, dark meat, drumstick, meat only, cooked, roasted
5676	chicken, broilers or fryers, dark meat, drumstick, meat and skin, cooked, braised
19924	syrup, nestle, chocolate
5672	chicken, broilers or fryers, dark meat, thigh, meat only, cooked, braised
5671	chicken, broilers or fryers, drumstick, meat only, cooked, braised
14276	beverages, tropical punch, ready-to-drink
5677	chicken, broilers or fryers, dark meat, thigh, meat and skin, cooked, braised
14216	beverages, aloe vera juice drink, fortified with vitamin c
5091	chicken, broilers or fryers, thigh, meat and skin, raw
7971	bologna, meat and poultry
21151	fast foods, submarine sandwich, sweet onion chicken teriyaki on white bread with lettuce, tomato and sweet onion sauce
17033	lamb, rib, separable lean only, trimmed to 1/4" fat, choice, cooked, broiled
14639	beverages, rice milk, unsweetened
5015	chicken, broilers or fryers, skin only, raw
20125	pasta, whole-wheat, cooked (includes foods for usda's food distribution program)
14649	beverages, tea, hibiscus, brewed
5180	turkey, whole, neck, meat only, cooked, simmered
14148	beverages, carbonated, cola, regular
14224	beverages, coffee, instant, mocha, sweetened
1292	milk, chocolate, fat free, with added vitamin a and vitamin d
14627	beverages, energy drink, monster, fortified with vitamins c, b2, b3, b6, b12
14154	beverages, energy drink, red bull
1115	whey, sweet, dried
21464	fast foods, fried chicken, breast, meat only, skin and breading removed
32032	sausage, egg and cheese breakfast biscuit
32007	taquitos, frozen, beef and cheese, oven-heated
14090	beverages, coconut water, ready-to-drink, unsweetened
907028	reduced sodium: ham, sliced, pre-packaged, deli meat (96%fat free, water added)
14066	beverages, protein powder whey based
14030	beverages, the coca-cola company, nos energy drink, original, grape, loaded cherry, charged citrus, fortified with vitamins b6 and b12
14239	alcoholic beverage, malt beer, hard lemonade
19917	candies, m&m mars pretzel chocolate candies
28290	cookie, with peanut butter filling, chocolate-coated
14062	beverages, abbott, ensure, nutritional shake, ready-to-drink
17014	lamb, leg, whole (shank and sirloin), separable lean only, trimmed to 1/4" fat, choice, cooked, roasted
19918	sweetener, herbal extract powder from stevia leaf
14036	beverages, cytosport, muscle milk, ready-to-drink
999328	vitamin d as ingredient
23357	beef, round, top round roast, boneless, separable lean only, trimmed to 0" fat, all grades, raw
14033	beverages, abbott, eas whey protein powder
14041	beverages, nestle, boost plus, nutritional drink, ready-to-drink
14067	beverages, protein powder soy based
14044	beverages, slimfast, meal replacement,  high protein shake, ready-to-drink, 3-2-1 plan
14353	beverages, tea, instant, decaffeinated, unsweetened
14376	beverages, tea, instant, lemon, diet
14370	beverages, tea, instant, lemon, sweetened, powder
14368	beverages, tea, instant, lemon, unsweetened
14058	beverages, whey protein powder isolate
14079	beverages, yellow green colored citrus soft drink with caffeine
28337	bread, gluten-free, white, made with rice flour, corn starch, and/or tapioca
28288	bread, roll, mexican, bollilo
19001	candies, toblerone, milk chocolate with honey and almond nougat
8571	cereals ready-to-eat, nature's path, organic flax plus, pumpkin granola
8147	cereals ready-to-eat, post, shredded wheat, original big biscuit
28293	cookie, butter or sugar, with chocolate icing or filling
28294	cookie, chocolate, with icing or coating
28292	crackers, multigrain
28327	crackers, water biscuits
27065	dip, bean, original flavor
27052	dip, salsa con queso, cheese and salsa- medium
21520	fast foods, breadstick, soft, prepared with garlic and parmesan cheese
21519	fast foods, breakfast burrito, with egg, cheese, and sausage
21229	fast foods, chicken, breaded and fried, boneless pieces, plain
21469	fast foods, fried chicken, breast, meat and skin and breading
21465	fast foods, fried chicken, drumstick, meat only, skin and breading removed
21471	fast foods, fried chicken, thigh, meat and skin and breading
21466	fast foods, fried chicken, thigh, meat only, skin and breading removed
1264	ice cream bar, stick or nugget, with crunch coating
19920	jams, preserves, marmalades, sweetened with fruit juice
17002	lamb, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/4" fat, choice, cooked
17027	lamb, loin, separable lean only, trimmed to 1/4" fat, choice, cooked, broiled
17042	lamb, shoulder, whole (arm and blade), separable lean only, trimmed to 1/4" fat, choice, cooked, roasted
9178	mango, dried, sweetened
32012	pizza rolls, frozen, unprepared
32013	potsticker or wonton, pork and vegetable, frozen, unprepared
907961	reduced sodium: chicken breast, deli, rotisserie seasoned, sliced, prepackaged
32002	rice and vermicelli mix, rice pilaf flavor, unprepared
25071	rice crackers
7043	roast beef, deli style, prepackaged, sliced
27066	sauce, horseradish
27059	sauce, peanut, made from peanut butter, water, soy sauce
7954	sausage, breakfast sausage, beef, pre-cooked, unprepared
100173	sausage, pork, chorizo, link or ground, cooked, pan-fried
19000	schiff,tiger's milk bar
19030	syrup, fruit flavored
5697	turkey from whole, light meat, meat only, with added solution, cooked, roasted
42128	turkey ham, sliced, extra lean, prepackaged or deli-sliced
32011	yellow rice with seasoning, dry packet mix, unprepared
11149	chayote, fruit, raw
11116	cabbage, chinese (pak-choi), raw
