input_id	input_desc	target_desc	target_id
11165	coriander (cilantro) leaves, raw	coriander (cilantro) leaves, raw	11165
1205	cream substitute, flavored, liquid	cream substitute, flavored, liquid	1205
36602	restaurant, chinese, fried rice, without meat	restaurant, chinese, fried rice	36602
9130	grape juice, canned or bottled, unsweetened, with added ascorbic acid	grape juice, canned or bottled, unsweetened, with added ascorbic acid	9130
21124	fast foods, submarine sandwich, cold cut on white bread with lettuce and tomato	fast foods, submarine sandwich, with cold cuts	21124
14147	beverages, carbonated, cola, without caffeine	carbonated beverage, cola, without caffeine	14147
9298	raisins, dark, seedless (includes foods for usda's food distribution program)	raisins, seedless	9298
22955	egg rolls, vegetable, frozen, prepared	egg rolls, vegetable, refrigerated, heated	22955
9160	lime juice, raw	lime juice, raw	9160
9042	blackberries, raw	blackberries, raw	9042
18029	bread, french or vienna (includes sourdough)	bread, french or vienna (includes sourdough)	18029
19002	snacks, beef jerky, chopped and formed	snacks, beef jerky, chopped and formed	19002
16070	lentils, mature seeds, cooked, boiled, without salt	lentils, mature seeds, cooked, boiled, without salt	16070
4053	oil, olive, salad or cooking	oil, olive, salad or cooking	4053
2048	vinegar, cider	vinegar, cider	2048
12016	seeds, pumpkin and squash seed kernels, roasted, without salt	seeds, pumpkin and squash seed kernels, roasted, without salt	12016
18213	cookies, vanilla wafers, higher fat	cookies, vanilla wafers, higher fat	18213
18230	crackers, standard snack-type, sandwich, with cheese filling	crackers, standard snack-type, sandwich, with cheese filling	18230
9266	pineapple, raw, all varieties	pineapple, raw, all varieties	9266
11603	yambean (jicama), raw	yambean (jicama), raw	11603
6972	sauce, tomato chili sauce, bottled, with salt	sauce, tomato chili sauce, bottled, with salt	6972
2044	basil, fresh	basil, fresh	2044
12147	nuts, pine nuts, dried	nuts, pine nuts, dried	12147
9181	melons, cantaloupe, raw	melons, cantaloupe, raw	9181
14296	beverages, lemonade-flavor drink, powder	lemonade-flavor drink, powder	14296
13912	beef, short loin, top loin, steak, separable lean and fat, trimmed to 1/8" fat, choice, cooked, grilled	beef, short loin, top loin, steak, separable lean and fat, trimmed to 1/8" fat, choice, cooked, broiled	13912
23197	beef, rib eye steak, boneless, lip-on, separable lean and fat, trimmed to 1/8" fat, all grades, cooked, grilled	beef, rib eye steak, boneless, lip-on, separable lean and fat, trimmed to 1/8" fat, all grades, cooked, grilled	23197
13959	beef, round, top round steak, boneless, separable lean and fat, trimmed to 0" fat, all grades, cooked, grilled	beef, round, top round, steak, separable lean and fat, trimmed to 0" fat, all grades, cooked, broiled	13959
13451	beef, top sirloin, steak, separable lean and fat, trimmed to 0" fat, all grades, cooked, broiled	beef, top sirloin, steak, separable lean and fat, trimmed to 0" fat, all grades, cooked, broiled	13451
16112	miso	miso	16112
11445	seaweed, kelp, raw	seaweed, kelp, raw	11445
11269	mushrooms, shiitake, cooked, without salt	mushrooms, shiitake, cooked, without salt	11269
15018	fish, cod, atlantic, dried and salted	fish, cod, atlantic, dried and salted	15018
16127	tofu, soft, prepared with calcium sulfate and magnesium chloride (nigari)	tofu, soft, prepared with calcium sulfate and magnesium chloride (nigari)	16127
18246	danish pastry, fruit, enriched (includes apple, cinnamon, raisin, lemon, raspberry, strawberry)	danish pastry, fruit, enriched (includes apple, cinnamon, raisin, lemon, raspberry, strawberry)	18246
9032	apricots, dried, sulfured, uncooked	apricots, dried, sulfured, uncooked	9032
14006	alcoholic beverage, beer, light	alcoholic beverage, beer, light	14006
16057	chickpeas (garbanzo beans, bengal gram), mature seeds, cooked, boiled, without salt	chickpeas (garbanzo beans, bengal gram), mature seeds, cooked, boiled, without salt	16057
12166	seeds, sesame butter, tahini, from roasted and toasted kernels (most common type)	seeds, sesame butter, tahini, from roasted and toasted kernels (most common type)	12166
1035	cheese, provolone	cheese, provolone	1035
7028	ham, sliced, pre-packaged, deli meat (96%fat free, water added)	ham, sliced, prepackaged (96% fat free, water added)	7028
6053	soup, cream of potato, canned, condensed	soup, cream of potato, canned, condensed	6053
8045	cereals ready-to-eat, general mills, honey nut cheerios	cereals ready-to-eat, general mills, honey nut cheerios	8045
8069	cereals ready-to-eat, kellogg, kellogg's frosted flakes	cereals ready-to-eat, kellogg, kellogg's frosted flakes	8069
18319	pie, fried pies, fruit	pie, fried pies, fruit	18319
4058	oil, sesame, salad or cooking	oil, sesame, salad or cooking	4058
14416	beverages, carbonated, low calorie, cola or pepper-type, with aspartame, contains caffeine	carbonated beverage, low calorie, cola or pepper-type, with aspartame, contains caffeine	14416
19083	candies, sweet chocolate coated fondant	candies, sweet chocolate coated fondant	19083
13382	beef, chuck, blade roast, separable lean only, trimmed to 0" fat, all grades, cooked, braised	beef, chuck, blade roast, separable lean only, trimmed to 0" fat, all grades, cooked, braised	13382
14214	beverages, coffee, instant, regular, powder	coffee, instant, regular, powder	14214
18064	bread, wheat	bread, wheat	18064
18964	cinnamon buns, frosted (includes honey buns)	cinnamon buns, frosted (includes honey buns)	18964
9200	oranges, raw, all commercial varieties	oranges, raw, all commercial varieties	9200
19868	sweeteners, tabletop, sucralose, splenda packets	sweeteners, tabletop, sucralose, splenda packets	19868
4613	margarine-like, vegetable oil spread, 60% fat, tub, with salt	margarine-like, vegetable oil spread, 60% fat, tub, with salt	4613
4694	margarine-like, vegetable oil spread, 60% fat, tub, with salt, with added vitamin d	margarine-like, vegetable oil spread, 60% fat, tub, with salt, with added vitamin d	4694
9443	juice, apple and grape blend, with added ascorbic acid	juice, apple and grape blend, with added ascorbic acid	9443
20011	buckwheat flour, whole-groat	buckwheat flour, whole-groat	20011
9150	lemons, raw, without peel	lemons, raw, without peel	9150
43158	sweeteners, tabletop, saccharin (sodium saccharin)	sweeteners, tabletop, saccharin	43158
20083	wheat flour, white, bread, enriched	wheat flour, white, bread, enriched	20083
18204	cookies, sugar, commercially prepared, regular (includes vanilla)	cookies, sugar, commercially prepared, regular (includes vanilla)	18204
11257	lettuce, red leaf, raw	lettuce, red leaf, raw	11257
4120	salad dressing, french dressing, commercial, regular	salad dressing, french dressing, commercial, regular	4120
18326	pie, pumpkin, commercially prepared	pie, pumpkin, commercially prepared	18326
18356	sweet rolls, cinnamon, commercially prepared with raisins	sweet rolls, cinnamon, commercially prepared with raisins	18356
11209	eggplant, raw	eggplant, raw	11209
15083	fish, salmon, pink, raw	fish, salmon, pink, raw	15083
18258	muffins, english, plain, enriched, with ca prop (includes sourdough)	english muffins, plain, enriched, with ca prop (includes sourdough)	18258
21227	pizza, meat and vegetable topping, rising crust, frozen, cooked	pizza, meat and vegetable topping, rising crust, frozen, cooked	21227
9328	maraschino cherries, canned, drained	maraschino cherries, canned, drained	9328
43212	bacon bits, meatless	bacon bits, meatless	43212
43015	salad dressing, caesar dressing, regular	salad dressing, caesar dressing, regular	43015
18324	pie, pecan, commercially prepared	pie, pecan, commercially prepared	18324
19132	candies, milk chocolate, with almonds	candies, milk chocolate, with almonds	19132
10089	pork, fresh, spareribs, separable lean and fat, cooked, braised	pork, fresh, spareribs, separable lean and fat, cooked, braised	10089
11937	pickles, cucumber, dill or kosher dill	pickles, cucumber, dill or kosher dill	11937
4114	salad dressing, italian dressing, commercial, regular	salad dressing, italian dressing, commercial, regular	4114
12109	nuts, coconut meat, dried (desiccated), sweetened, flaked, packaged	nuts, coconut meat, dried (desiccated), sweetened, flaked, packaged	12109
9143	guava sauce, cooked	guava sauce, cooked	9143
19279	candies, milk chocolate coated coffee beans	candies, milk chocolate coated coffee beans	19279
16147	veggie burgers or soyburgers, unprepared	veggie burgers or soyburgers, unprepared	16147
19125	chocolate-flavored hazelnut spread	chocolate-flavored hazelnut spread	19125
18151	cookies, brownies, commercially prepared	cookies, brownies, commercially prepared	18151
19226	frostings, chocolate, creamy, ready-to-eat	frostings, chocolate, creamy, ready-to-eat	19226
11056	beans, snap, green, canned, regular pack, drained solids	beans, snap, green, canned, regular pack, drained solids	11056
16033	beans, kidney, red, mature seeds, cooked, boiled, without salt	beans, kidney, red, mature seeds, cooked, boiled, without salt	16033
20077	wheat bran, crude	wheat bran, crude	20077
9302	raspberries, raw	raspberries, raw	9302
9426	candied fruit	candied fruit	9426
6019	soup, chicken noodle, canned, condensed	soup, chicken noodle, canned, condensed	6019
11043	mung beans, mature seeds, sprouted, raw	mung beans, mature seeds, sprouted, raw	11043
16129	tofu, fried	tofu, fried	16129
16390	peanuts, all types, dry-roasted, without salt	peanuts, all types, dry-roasted, without salt	16390
6179	sauce, fish, ready-to-serve	sauce, fish, ready-to-serve	6179
14151	beverages, carbonated, low calorie, other than cola or pepper, with aspartame, contains caffeine	carbonated beverage, low calorie, other than cola or pepper, with aspartame, contains caffeine	14151
11977	peppers, serrano, raw	peppers, serrano, raw	11977
9209	orange juice, chilled, includes from concentrate	orange juice, chilled, includes from concentrate	9209
18360	taco shells, baked	taco shells, baked	18360
18971	bread, potato	bread, potato	18971
11367	potatoes, boiled, cooked without skin, flesh, without salt	potatoes, boiled, cooked without skin, flesh, without salt	11367
23590	beef, round, bottom round , roast, separable lean only, trimmed to 1/8" fat, select, cooked, roasted	beef, round, bottom round, roast, separable lean only, trimmed to 1/8" fat, select, cooked, roasted	23590
11547	tomato products, canned, puree, without salt added	tomato products, canned, puree, without salt added	11547
18243	croutons, seasoned	croutons, seasoned	18243
14146	beverages, carbonated, low calorie, cola or pepper-type, with aspartame, without caffeine	carbonated beverage, low calorie, cola or pepper-type, with aspartame, without caffeine	14146
6071	soup, vegetable beef, canned, condensed	soup, vegetable beef, canned, condensed	6071
14143	beverages, carbonated, low calorie, other than cola or pepper,  without caffeine	carbonated beverage, low calorie, other than cola or pepper,  without caffeine	14143
18214	crackers, cheese, regular	crackers, cheese, regular	18214
10027	pork, fresh, loin, whole, separable lean only, cooked, roasted	pork, fresh, loin, whole, separable lean only, cooked, roasted	10027
4539	salad dressing, blue or roquefort cheese dressing, commercial, regular	salad dressing, blue or roquefort cheese dressing, commercial, regular	4539
6030	soup, clam chowder, new england, canned, condensed	soup, clam chowder, new england, canned, condensed	6030
15230	mollusks, octopus, common, cooked, moist heat	mollusks, octopus, common, cooked, moist heat	15230
19107	candies, hard	candies, hard	19107
13892	beef, round, top round, separable lean and fat, trimmed to 1/8" fat, all grades, cooked, braised	beef, round, top round, separable lean and fat, trimmed to 1/8" fat, all grades, cooked, braised	13892
6175	sauce, hoisin, ready-to-serve	sauce, hoisin, ready-to-serve	6175
18127	cake, snack cakes, creme-filled, chocolate with frosting	cake, snack cakes, creme-filled, chocolate with frosting	18127
9139	guavas, common, raw	guavas, common, raw	9139
9004	apples, raw, without skin	apples, raw, without skin	9004
9112	grapefruit, raw, pink and red, all areas	grapefruit, raw, pink and red, all areas	9112
12104	nuts, coconut meat, raw	nuts, coconut meat, raw	12104
16139	soymilk, original and vanilla, with added calcium, vitamins a and d	soymilk, original and vanilla, with added calcium, vitamins a and d	16139
20013	bulgur, cooked	bulgur, cooked	20013
19039	snacks, popcorn, caramel-coated, without peanuts	snacks, popcorn, caramel-coated, without peanuts	19039
42116	creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie	creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie	42116
43016	salad dressing, coleslaw	salad dressing, coleslaw	43016
14057	alcoholic beverage, wine, dessert, sweet	alcoholic beverage, wine, dessert, sweet	14057
9252	pears, raw	pears, raw	9252
6192	split pea soup, canned, reduced sodium, prepared with water or ready-to serve	split pea soup, canned, reduced sodium, prepared with water or ready-to serve	6192
16017	beans, black turtle, mature seeds, cooked, boiled, without salt	beans, black turtle soup, mature seeds, cooked, boiled, without salt	16017
19438	snacks, kellogg, kellogg's rice krispies treats squares	snacks, kellogg, kellogg's rice krispies treats squares	19438
4679	oil, pam cooking spray, original	oil, pam cooking spray, original	4679
19150	candies, reese's peanut butter cups	candies, reese's peanut butter cups	19150
13345	beef, cured, breakfast strips, cooked	beef, cured, breakfast strips, cooked	13345
6040	soup, minestrone, canned, condensed	soup, minestrone, canned, condensed	6040
25045	formulated bar, high fiber, chewy, oats and chocolate	formulated bar, high fiber, chewy, oats and chocolate	25045
20137	quinoa, cooked	quinoa, cooked	20137
14136	beverages, carbonated, ginger ale	carbonated beverage, ginger ale	14136
11959	arugula, raw	arugula, raw	11959
18291	pancakes, plain, dry mix, incomplete (includes buttermilk)	pancakes, plain, dry mix, incomplete (includes buttermilk)	18291
9226	papayas, raw	papayas, raw	9226
14201	beverages, coffee, brewed, prepared with tap water, decaffeinated	coffee, brewed from grounds, prepared with tap water, decaffeinated	14201
4018	salad dressing, mayonnaise type, regular, with salt	salad dressing, mayonnaise type, regular, with salt	4018
18001	bagels, plain, enriched, with calcium propionate (includes onion, poppy, sesame)	bagels, plain, enriched, with calcium propionate (includes onion, poppy, sesame)	18001
8037	cereals ready-to-eat, granola, homemade	cereals ready-to-eat, granola, homemade	8037
18274	muffins, blueberry, commercially prepared (includes mini-muffins)	muffins, blueberry, commercially prepared (includes mini-muffins)	18274
7089	sausage, italian, pork, mild, cooked, pan-fried	sausage, italian, pork, cooked	7089
23570	beef, ground, 85% lean meat / 15% fat, crumbles, cooked, pan-browned	beef, ground, 85% lean meat / 15% fat, crumbles, cooked, pan-browned	23570
1002	butter, whipped, with salt	butter, whipped, with salt	1002
19147	candies, peanut bar	candies, peanut bar	19147
9409	pineapple juice, canned or bottled, unsweetened, with added ascorbic acid	pineapple juice, canned, unsweetened, with added ascorbic acid	9409
9070	cherries, sweet, raw	cherries, sweet, raw	9070
1208	cheese, provolone, reduced fat	cheese, provolone, reduced fat	1208
9191	nectarines, raw	nectarines, raw	9191
4601	butter, light, stick, with salt	butter, light, stick, with salt	4601
14460	beverages, pepsico quaker, gatorade, g performance o 2, ready-to-drink.	sports drink, pepsico quaker gatorade, gatorade, original, fruit-flavored, ready-to-drink	14460
6963	fish broth	fish broth	6963
15192	fish, cod, pacific, cooked, dry heat (may contain additives to retain moisture)	fish, cod, pacific, cooked, dry heat	15192
11352	potatoes, flesh and skin, raw	potato, flesh and skin, raw	11352
10935	pork, cured, ham, shank, bone-in, separable lean and fat, heated, roasted	pork, cured, ham, shank, bone-in, separable lean and fat, heated, roasted	10935
10185	pork, cured, ham, extra lean and regular, canned, roasted	pork, cured, ham, extra lean and regular, canned, roasted	10185
11270	mustard greens, raw	mustard greens, raw	11270
20033	oat bran, raw	oat bran, raw	20033
1230	milk, buttermilk, fluid, whole	milk, buttermilk, fluid, whole	1230
19304	molasses	molasses	19304
25040	snacks, vegetable chips, made from garden vegetables	snacks, vegetable chips, made from garden vegetables	25040
25030	snacks, vegetable chips, hain celestial group, terra chips	snacks, vegetable chips, hain celestial group, terra chips	25030
7013	bratwurst, pork, cooked	bratwurst, pork, cooked	7013
1251	cheese, mexican blend	cheese, mexican blend	1251
11161	collards, raw	collards, raw	11161
42055	beverages, fruit-flavored drink, dry powdered mix, low calorie, with aspartame	fruit-flavored drink, dry powdered mix, low calorie, with aspartame	42055
18967	bread, white wheat	bread, wheat, white wheat	18967
14119	beverages, mixed vegetable and fruit juice drink, with added nutrients	mixed vegetable and fruit juice drink, with added nutrients	14119
18231	crackers, standard snack-type, sandwich, with peanut butter filling	crackers, standard snack-type, sandwich, with peanut butter filling	18231
6128	soup, chicken noodle, dry, mix	soup, chicken noodle, dry, mix	6128
22957	turkey, stuffing, mashed potatoes w/gravy, assorted vegetables, frozen, microwaved	turkey, stuffing, mashed potatoes w/gravy, assorted vegetables, frozen, microwaved	22957
19141	candies, mars snackfood us, m&m's milk chocolate candies	candies, mars snackfood us, m&m's milk chocolate candies	19141
15175	mollusks, squid, mixed species, raw	mollusks, squid, mixed species, raw	15175
20118	noodles, flat, crunchy, chinese restaurant	noodles, flat, crunchy, chinese restaurant	20118
19364	toppings, butterscotch or caramel	toppings, butterscotch or caramel	19364
25031	formulated bar, zone perfect classic crunch bar, mixed flavors	formulated bar, zone perfect classic crunch bar, mixed flavors	25031
18210	cookies, vanilla sandwich with creme filling	cookies, vanilla sandwich with creme filling	18210
8001	cereals ready-to-eat, kellogg, kellogg's all-bran original	cereals ready-to-eat, kellogg, kellogg's all-bran original	8001
15088	fish, sardine, atlantic, canned in oil, drained solids with bone	fish, sardine, atlantic, canned in oil, drained solids with bone	15088
6583	soup, ramen noodle, any flavor, dry	soup, ramen noodle, any flavor, dry	6583
7919	sausage, turkey, breakfast links, mild, raw	sausage, turkey, breakfast links, mild	7919
18349	rolls, french	rolls, french	18349
8393	cereals ready-to-eat, kashi golean	cereals ready-to-eat, kashi golean	8393
19015	snacks, granola bars, hard, plain	snacks, granola bars, hard, plain	19015
8318	cereals ready-to-eat, kellogg, kellogg's smart start strong heart antioxidants cereal	cereals ready-to-eat, kellogg, kellogg's smart start strong heart antioxidants cereal	8318
14157	beverages, carbonated, root beer	carbonated beverage, root beer	14157
18041	bread, pita, white, enriched	bread, pita, white, enriched	18041
8067	cereals ready-to-eat, kellogg, kellogg's special k	cereals ready-to-eat, kellogg, kellogg's special k	8067
22954	egg rolls, chicken, refrigerated, heated	egg rolls, chicken, refrigerated, heated	22954
27050	sauce, sweet and sour, ready-to-serve	sauce, sweet and sour, ready-to-serve	27050
20113	noodles, chinese, chow mein	noodles, chinese, chow mein	20113
27001	soup, hot and sour, chinese restaurant	soup, hot and sour, chinese restaurant	27001
36619	restaurant, chinese, kung pao chicken	restaurant, chinese, kung pao chicken	36619
23612	beef, chuck, arm pot roast, separable lean only, trimmed to 1/8" fat, choice, raw	beef, chuck, arm pot roast, separable lean only, trimmed to 1/8" fat, choice, raw	23612
19156	candies, mars snackfood us, starburst fruit chews, original fruits	candies, mars snackfood us, starburst fruit chews, original fruits	19156
19068	candies, nestle, bit-o'-honey candy chews	candies, nestle, bit-o'-honey candy chews	19068
19294	fruit butters, apple	fruit butters, apple	19294
23606	beef, short loin, top loin, steak, separable lean only, trimmed to 1/8" fat, all grades, cooked, broiled	beef, short loin, top loin, steak, separable lean only, trimmed to 1/8" fat, all grades, cooked, broiled	23606
23100	beef, rib eye steak, boneless, lip-on, separable lean only, trimmed to 1/8" fat, all grades, cooked, grilled	beef, rib eye steak, boneless, lip-on, separable lean only, trimmed to 1/8" fat, all grades, cooked, grilled	23100
13491	beef, round, top round steak, boneless, separable lean only, trimmed to 0" fat, all grades, cooked, grilled	beef, round, top round, steak, separable lean only, trimmed to 0" fat, all grades, cooked, broiled	13491
13454	beef, top sirloin, steak, separable lean only, trimmed to 0" fat, all grades, cooked, broiled	beef, top sirloin, steak, separable lean only, trimmed to 0" fat, all grades, cooked, broiled	13454
15019	fish, cod, pacific, raw (may have been previously frozen)	fish, cod, pacific, raw	15019
9183	melons, casaba, raw	melons, casaba, raw	9183
42240	cereals ready-to-eat, post, honey bunches of oats, with almonds	cereals ready-to-eat, post, honey bunches of oats, with almonds	42240
16006	beans, baked, canned, plain or vegetarian	beans, baked, canned, plain or vegetarian	16006
11424	pumpkin, canned, without salt	pumpkin, canned, without salt	11424
10218	pork, fresh, loin, tenderloin, separable lean and fat, raw	pork, fresh, loin, tenderloin, separable lean and fat, raw	10218
10951	pork, fresh, loin, tenderloin, separable lean and fat, with added solution, raw	pork, fresh, enhanced, loin, tenderloin, separable lean and fat, raw	10951
18080	bread, sticks, plain	bread sticks, plain	18080
12220	seeds, flaxseed	seeds, flaxseed	12220
25051	snacks, clif bar, mixed flavors	snacks, clif bar, mixed flavors	25051
9159	limes, raw	limes, raw	9159
18370	leavening agents, baking powder, double-acting, straight phosphate	leavening agents, baking powder, double-acting, straight phosphate	18370
1036	cheese, ricotta, whole milk	cheese, ricotta, whole milk	1036
8543	cereals ready-to-eat, kellogg's, special k vanilla almond	cereals ready-to-eat, kellogg's, special k vanilla almond	8543
9263	persimmons, japanese, raw	persimmons, japanese, raw	9263
18955	bread, pan dulce, sweet yeast bread	bread, pan dulce, sweet yeast bread	18955
14630	beverages, energy drink, rockstar, sugar free	energy drink, rockstar, sugar free	14630
9019	applesauce, canned, unsweetened, without added ascorbic acid (includes foods for usda's food distribution program)	applesauce, canned, unsweetened, without added ascorbic acid (includes usda commodity)	9019
8214	cereals ready-to-eat, quaker, oatmeal squares	cereals ready-to-eat, quaker, quaker oatmeal squares	8214
18968	bagels, wheat	bagel, wheat	18968
18147	cake, cheesecake, commercially prepared	cheesecake commercially prepared	18147
14347	shake, fast food, vanilla	shake, fast food, vanilla	14347
1223	protein supplement, milk based, muscle milk, powder	protein supplement, milk based, muscle milk, powder	1223
18239	croissants, butter	croissants, butter	18239
6015	soup, chicken, canned, chunky, ready-to-serve	soup, chicken, canned, chunky, ready-to-serve	6015
22904	chili con carne with beans, canned entree	chili con carne with beans, canned entree	22904
15261	fish, tilapia, raw	fish, tilapia, raw	15261
21300	fast food, pizza chain, 14" pizza, cheese topping, thick crust	fast food, pizza chain, 14" pizza, cheese topping, thick crust	21300
18972	bread, cheese	bread, cheese	18972
18185	cookies, peanut butter, commercially prepared, regular	cookies, peanut butter, commercially prepared, regular	18185
15147	crustaceans, lobster, northern, raw	crustaceans, lobster, northern, raw	15147
9148	kiwifruit, green, raw	kiwifruit, green, raw	9148
15080	fish, salmon, chum, canned, drained solids with bone	fish, salmon, chum, canned, drained solids with bone	15080
43369	beverages, chocolate-flavored drink, whey and milk based	chocolate-flavored drink, whey and milk based	43369
43026	syrups, sugar free	syrups, dietetic	43026
19078	baking chocolate, unsweetened, squares	baking chocolate, unsweetened, squares	19078
19074	candies, caramels	candies, caramels	19074
19099	candies, fondant, prepared-from-recipe	candies, fondant, prepared-from-recipe	19099
16089	peanuts, all types, oil-roasted, with salt	peanuts, all types, oil-roasted, with salt	16089
2042	spices, thyme, dried	spices, thyme, dried	2042
21303	fast food, pizza chain, 14" pizza, pepperoni topping, thick crust	fast food, pizza chain, 14" pizza, pepperoni topping, thick crust	21303
19152	candies, rolo caramels in milk chocolate	candies, rolo caramels in milk chocolate	19152
25052	snacks, granola bar, quaker, chewy, 90 calorie bar	snacks, granola bar, chewy, 90 calorie bar	25052
43595	breakfast bar, corn flake crust with fruit	breakfast bar, corn flake crust with fruit	43595
42139	granola bar, soft, milk chocolate coated, peanut butter	granola bar, soft, milk chocolate coated, peanut butter	42139
14156	beverages, energy drink, red bull, sugar free, with added caffeine, niacin, pantothenic acid, vitamins b6 and b12	energy drink, red bull, sugar free, with added caffeine, niacin, pantothenic acid, vitamins b6 and b12	14156
8039	cereals ready-to-eat, post, grape-nuts flakes	cereals ready-to-eat, post, grape-nuts flakes	8039
8029	cereals ready-to-eat, post bran flakes	cereals ready-to-eat, bran flakes, single brand	8029
42193	salad dressing, mayonnaise-like, fat-free	salad dressing, mayonnaise-like, fat-free	42193
9291	plums, dried (prunes), uncooked	plums, dried (prunes), uncooked	9291
10093	pork, fresh, composite of trimmed retail cuts (leg, loin, and shoulder), separable lean only, cooked	pork, fresh, composite of trimmed retail cuts (leg, loin, and shoulder), separable lean only, cooked	10093
17134	veal, sirloin, separable lean and fat, raw	veal, sirloin, separable lean and fat, raw	17134
10153	pork, cured, ham, whole, separable lean only, roasted	pork, cured, ham, whole, separable lean only, roasted	10153
12632	nuts, macadamia nuts, dry roasted, with salt added	nuts, macadamia nuts, dry roasted, with salt added	12632
42117	imitation cheese, american or cheddar, low cholesterol	imitation cheese, american or cheddar, low cholesterol	42117
11403	potatoes, french fried, all types, salt added in processing, frozen, home-prepared, oven heated	potatoes, french fried, all types, salt added in processing, frozen, home-prepared, oven heated	11403
8106	cereals, cream of wheat, instant, dry	cereals, cream of wheat, instant, dry	8106
1185	parmesan cheese topping, fat free	parmesan cheese topping, fat free	1185
9021	apricots, raw	apricots, raw	9021
19871	frozen novelties, no sugar added, fudgsicle pops	frozen novelties, no sugar added, fudgesicle pops	19871
25055	snacks, granola bar, general mills, nature valley, chewy trail mix	snacks, granola bar, general mills, nature valley, chewy trail mix	25055
9211	orange juice, chilled, includes from concentrate, with added calcium	orange juice, chilled, includes from concentrate, fortified with calcium	9211
9210	orange juice, chilled, includes from concentrate, with added calcium and vitamin d	orange juice, chilled, includes from concentrate, fortified with calcium and vitamin d	9210
9096	fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, water pack, solids and liquids	fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, water pack, solids and liquids	9096
9017	apple juice, frozen concentrate, unsweetened, undiluted, without added ascorbic acid	apple juice, frozen concentrate, unsweetened, undiluted, without added ascorbic acid	9017
9400	apple juice, canned or bottled, unsweetened, with added ascorbic acid	apple juice, canned or bottled, unsweetened, with added ascorbic acid	9400
18081	bread, stuffing, dry mix	bread stuffing, bread, dry mix	18081
7007	bologna, beef	bologna, beef	7007
18158	cookies, chocolate chip, commercially prepared, regular, lower fat	cookies, chocolate chip, commercially prepared, regular, lower fat	18158
13148	beef, rib, shortribs, separable lean and fat, choice, cooked, braised	beef, rib, shortribs, separable lean and fat, choice, cooked, braised	13148
11308	peas, green (includes baby and lesuer types), canned, drained solids, unprepared	peas, green (includes baby and lesuer types), canned, drained solids, unprepared	11308
1199	cream, half and half, fat free	cream, half and half, fat free	1199
11976	pepper, banana, raw	pepper, banana, raw	11976
22916	lasagna with meat & sauce, frozen entree	lasagna with meat & sauce, frozen entree	22916
18039	bread, oatmeal	bread, oatmeal	18039
4641	salad dressing, mayonnaise, light	salad dressing, mayonnaise, light	4641
4704	salad dressing, poppyseed, creamy	salad dressing, poppyseed, creamy	4704
19176	gelatin desserts, dry mix, reduced calorie, with aspartame, prepared with water	gelatin desserts, dry mix, reduced calorie, with aspartame, prepared with water	19176
18301	pie, apple, commercially prepared, enriched flour	pie, apple, commercially prepared, enriched flour	18301
43214	butter replacement, without fat, powder	butter replacement, without fat, powder	43214
18120	cake, pound, commercially prepared, butter (includes fresh and frozen)	cake, pound, commercially prepared, butter	18120
22973	corn dogs, frozen, prepared	corn dogs, frozen, prepared	22973
6068	soup, vegetarian vegetable, canned, condensed	soup, vegetarian vegetable, canned, condensed	6068
14145	beverages, carbonated, sprite, lemon-lime, without caffeine	carbonated beverage, sprite, lemon-lime, without caffeine	14145
23575	beef, ground, 80% lean meat / 20% fat, crumbles, cooked, pan-browned	beef, ground, 80% lean meat / 20% fat, crumbles, cooked, pan-browned	23575
21484	fast food, pizza chain, 14" pizza, sausage topping, regular crust	fast food, pizza chain, 14" pizza, sausage topping, regular crust	21484
18178	cookies, oatmeal, commercially prepared, regular	cookies, oatmeal, commercially prepared, regular	18178
25056	snacks, granola bar, quaker, dipps, all flavors	snacks, granola bar, quaker, dipps, all flavors	25056
25039	snacks, granola bars, quaker oatmeal to go, all flavors	snacks, granola bars, quaker oatmeal to go, all flavors	25039
15127	fish, tuna, fresh, yellowfin, raw	fish, tuna, fresh, yellowfin, raw	15127
19128	syrups, table blends, pancake, reduced-calorie	syrups, table blends, pancake, reduced-calorie	19128
21061	fast foods, burrito, with beans and cheese	fast foods, burrito, with beans and cheese	21061
21486	fast foods, taco with beef, cheese and lettuce, soft	fast foods, taco with beef, cheese and lettuce, soft	21486
19193	puddings, rice, ready-to-eat	puddings, rice, ready-to-eat	19193
10220	pork, fresh, ground, cooked	pork, fresh, ground, cooked	10220
18060	bread, rye	bread, rye	18060
16389	peanuts, all types, oil-roasted, without salt	peanuts, all types, oil-roasted, without salt	16389
18209	cookies, sugar wafers with creme filling, regular	cookies, sugar wafers with creme filling, regular	18209
15151	crustaceans, shrimp, mixed species, cooked, moist heat (may contain additives to retain moisture)	crustaceans, shrimp, mixed species, cooked, moist heat	15151
21026	fast foods, potatoes, hash browns, round pieces or patty	fast foods, potatoes, hashed brown	21026
15039	fish, herring, atlantic, raw	fish, herring, atlantic, raw	15039
11609	beets, pickled, canned, solids and liquids	beets, pickled, canned, solids and liquids	11609
2023	spices, marjoram, dried	spices, marjoram, dried	2023
